cid,smiles,herbs,herb_count,herb_4qi,herb_guijing,molecular_formula,molecular_mass_amu,charge,multiplicity,atom_count,heavy_atom_count,element_count,electron_count,final_electronic_energy_eh,zpe_eh,zpe_kcal_mol,thermal_vibrational_correction_eh,thermal_rotational_correction_eh,thermal_translational_correction_eh,total_thermal_correction_eh,total_thermal_energy_eh,enthalpy_correction_eh,total_enthalpy_eh,electronic_entropy_term_eh,vibrational_entropy_term_eh,rotational_entropy_term_eh,translational_entropy_term_eh,final_entropy_term_eh,final_entropy_term_kcal_mol,gibbs_correction_eh,final_gibbs_free_energy_eh,homo_eh,homo_ev,lumo_eh,lumo_ev,homo_lumo_gap_eh,homo_lumo_gap_ev,dipole_x_au,dipole_y_au,dipole_z_au,dipole_magnitude_au,dipole_magnitude_debye,rot_const_a_cm1,rot_const_b_cm1,rot_const_c_cm1,rot_const_a_mhz,rot_const_b_mhz,rot_const_c_mhz,frequency_count,imaginary_frequency_count,lowest_frequency_cm1,lowest_positive_frequency_cm1,highest_frequency_cm1,ir_peak_count,max_ir_intensity_km_mol
263,CCCCO,党参 | 凌霄花 | 半边莲 | 天葵子 | 桑叶 | 桑白皮 | 灯盏细辛 | 甘草 | 银杏叶 | 降香,10,平 | 微寒 | 平 | 平 | 寒 | 寒 | 温 | 平 | 平 | 温,脾、肺 | 肝、心包 | 心、小肠、肺 | 肝、胃 | 肺、肝 | 肺 | 心、肺 | 心、肺、脾、胃 | 心、肺 | 肝、脾,C4H10O,74.12,0,1,15,5,3,42.000001582406,-233.628388402893,0.1366447,85.75,0.00402674,0.00141627,0.00141627,0.00685928,-233.48488442,0.00094421,-233.48394021,0.0,0.0069876,0.01233484,0.01844715,0.03776959,23.7,0.1066786,-233.5217098,-0.272195,-7.4068,0.028606,0.7784,0.30080100000000004,8.1852,0.536186985,0.005301482,0.427305372,0.685648941,1.742781107,0.623527,0.065259,0.062025,18692.880829,1956.411362,1859.459187,39,0,106.77,106.77,3792.14,39,117.91
264,CCCC(=O)O,党参 | 当归 | 桑叶 | 沙棘 | 泽漆 | 白果 | 罗汉果 | 肉苁蓉 | 葛花 | 葱白 | 银杏叶,11,平 | 温 | 寒 | 温 | 微寒 | 平 | 凉 | 温 | 平 | 温 | 平,脾、肺 | 肝、心、脾 | 肺、肝 | 脾、胃、肺、心 | 大肠、小肠、肺 | 肺 | 肺、大肠 | 肾、大肠 | 脾、胃 | 肺、胃 | 心、肺,C4H8O2,88.11,0,1,14,6,3,48.000001945589,-307.677448407943,0.11830749,74.24,0.00427489,0.00141627,0.00141627,0.00710743,-307.55203348,0.00094421,-307.55108927,0.0,0.00738935,0.01279935,0.0186919,0.03888059,24.4,0.08747854,-307.58996986,-0.281829,-7.669,0.001508,0.041,0.283337,7.71,-0.957620508,-1.352210973,0.162224196,1.664880849,4.231790812,0.295611,0.061195,0.052157,8862.207893,1834.565583,1563.623244,36,0,52.09,52.09,3773.19,36,307.11
289,C1=CC=C(C(=C1)O)O,化橘红 | 半夏 | 大枣 | 月季花 | 杜仲 | 白果 | 红花 | 草果 | 荷叶 | 西红花 | 银杏叶 | 香附 | 黑芝麻,13,温 | 温 | 温 | 温 | 温 | 平 | 温 | 温 | 平 | 平 | 平 | 平 | 平,肺、脾 | 脾、胃、肺 | 脾、胃、心 | 肝 | 肝、肾 | 肺 | 心、肝 | 脾、胃 | 肝、脾、胃 | 心、肝 | 心、肺 | 肝、脾、三焦 | 肝、肾、大肠,C6H6O2,110.11,0,1,14,8,3,58.000000051266,-382.651292714905,0.1081674,67.88,0.00395983,0.00141627,0.00141627,0.00679238,-382.53633294,0.00094421,-382.53538873,0.0,0.0060074,0.01257476,0.01900767,0.03758983,23.59,0.07831416,-382.57297856,-0.215013,-5.8508,-0.007238,-0.197,0.20777500000000002,5.6537999999999995,-0.458571415,6.013e-06,-2.3778e-05,0.458571416,1.165595907,0.111282,0.075705,0.045055,3336.146025,2269.590893,1350.703172,36,0,180.46,180.46,3801.25,36,308.06
323,C1=CC=C2C(=C1)C=CC(=O)O2,仙鹤草 | 北沙参 | 厚朴 | 大风子 | 山茱萸 | 山豆根 | 广枣 | 柴胡 | 桂枝 | 沙棘 | 白芷 | 皂角刺 | 紫花前胡 | 罗汉果 | 羌活 | 肉桂 | 艾叶 | 苎麻根 | 菝葜 | 虎杖 | 虎耳草 | 覆盆子 | 金莲花 | 防风 | 青蒿 | 鹅不食草 | 麻黄 | 黄芪,28,平 | 微寒 | 温 | 热 | 微温 | 寒 | 平 | 微寒 | 温 | 温 | 温 | 温 | 微寒 | 凉 | 温 | 大热 | 温 | 寒 | 平 | 微寒 | 微寒 | 微温 | 微寒 | 微温 | 寒 | 温 | 温 | 微温,肺、肝、脾 | 肺、胃 | 脾、胃、肺、大肠 | 肝、脾、肾 | 肝、肾 | 肺、胃 | 心、脾 | 肝、胆、肺 | 心、肺、膀胱 | 脾、胃、肺、心 | 胃、大肠、肺 | 肝、胃 | 肺 | 肺、大肠 | 膀胱、肾 | 肾、脾、心、肝 | 肝、脾、肾 | 心、肝、肾、膀胱 | 肝、肾 | 肝、胆、肺 | 肺、脾、大肠 | 肝、肾、膀胱 | 肺、胃 | 膀胱、肝、脾 | 肝、胆 | 肺 | 肺、膀胱 | 肺、脾,C9H6O2,146.15,0,1,17,11,3,75.999991251119,-496.969161194611,0.12717349,79.8,0.0048425,0.00141627,0.00141627,0.00767504,-496.83431266,0.00094421,-496.83336846,0.0,0.0076539,0.01407228,0.01940862,0.04113479,25.81,0.09465795,-496.87450325,-0.247566,-6.7366,-0.077973,-2.1217,0.169593,4.6149000000000004,1.631407185,-1.052367351,-0.000326508,1.941382639,4.934602509,0.095253,0.029592,0.022578,2855.603837,887.140984,676.862393,45,0,96.88,96.88,3218.8,45,643.09
325,CC(C)C1=CC=C(C=C1)CO,吴茱萸 | 威灵仙 | 砂仁 | 花椒 | 菊花 | 辛夷 | 香薷 | 麻黄,8,热 | 温 | 温 | 温 | 微寒 | 温 | 微温 | 温,肝、脾、胃、肾 | 膀胱 | 脾、胃、肾 | 脾、胃、肾 | 肺、肝 | 肺、胃 | 肺、脾、胃 | 肺、膀胱,C10H14O,150.22,0,1,25,11,3,82.000006142026,-464.642231748652,0.21704941,136.2,0.00862477,0.00141627,0.00141627,0.01145732,-464.41372502,0.00094421,-464.41278081,0.0,0.01497265,0.01444252,0.01944758,0.04886275,30.66,0.18058819,-464.46164356,-0.241465,-6.5706,-0.017219,-0.4686,0.224246,6.101999999999999,0.679340386,-0.234976674,0.187282373,0.742827089,1.88811641,0.09994,0.017364,0.016739,2996.12839,520.562669,501.825174,69,0,25.87,25.87,3784.12,69,93.52
326,CC(C)C1=CC=C(C=C1)C=O,乌药 | 乳香 | 厚朴 | 当归 | 柴胡 | 桂枝 | 没药 | 独活 | 细辛 | 艾叶 | 芫荽 | 花椒 | 菊花 | 覆盆子 | 郁金 | 防风 | 香薷 | 麻黄,18,温 | 温 | 温 | 温 | 微寒 | 温 | 平 | 微温 | 温 | 温 | 温 | 温 | 微寒 | 微温 | 寒 | 微温 | 微温 | 温,肺、脾、肾、膀胱 | 心、肝、脾 | 脾、胃、肺、大肠 | 肝、心、脾 | 肝、胆、肺 | 心、肺、膀胱 | 心、肝、脾 | 肾、膀胱 | 心、肺、肾 | 肝、脾、肾 | 肺、脾 | 脾、胃、肾 | 肺、肝 | 肝、肾、膀胱 | 肝、心、肺 | 膀胱、肝、脾 | 肺、脾、胃 | 肺、膀胱,C10H12O,148.21,0,1,23,11,3,79.999993672616,-463.443094507034,0.19368642,121.54,0.00784836,0.00141627,0.00141627,0.0106809,-463.23872719,0.00094421,-463.23778298,0.0,0.01339673,0.01440126,0.01942844,0.04722643,29.63,0.1580851,-463.28500941,-0.259195,-7.0531,-0.067554,-1.8382,0.191641,5.2149,1.466562018,0.666422279,0.033968997,1.611234526,4.095432697,0.09993,0.018378,0.017262,2995.826576,550.963482,517.491093,63,0,37.6,37.6,3197.23,63,307.62
332,COC1=C(C=CC(=C1)C=C)O,丁香 | 凌霄花 | 厚朴 | 吴茱萸 | 威灵仙 | 川芎 | 布渣叶 | 板蓝根 | 枇杷叶 | 枸杞子 | 柴胡 | 海金沙 | 独活 | 白芷 | 百合 | 紫苏 | 罗汉果 | 芫荽 | 苦楝子 | 葛花 | 蒿本 | 赤芍 | 银杏叶 | 零陵香 | 鸡屎藤 | 黄柏,26,温 | 微寒 | 温 | 热 | 温 | 温 | 微寒 | 寒 | 微寒 | 平 | 微寒 | 平 | 微温 | 温 | 微寒 | 温 | 凉 | 温 | 寒 | 平 | 温 | 微寒 | 平 | 温 | 平 | 寒,脾、胃、肺、肾 | 肝、心包 | 脾、胃、肺、大肠 | 肝、脾、胃、肾 | 膀胱 | 肝、胆、心包 | 脾、胃 | 心、胃 | 肺、胃 | 肝、肾 | 肝、胆、肺 | 膀胱、小肠 | 肾、膀胱 | 胃、大肠、肺 | 心、肺 | 肺、脾 | 肺、大肠 | 肺、脾 | 肝、小肠、膀胱 | 脾、胃 | 膀胱 | 肝 | 心、肺 | 肺 | 心、肝、脾 | 肾、膀胱,C9H10O2,150.18,0,1,21,11,3,80.000000606893,-499.327211409647,0.16940239,106.3,0.00777517,0.00141627,0.00141627,0.01060771,-499.14720131,0.00094421,-499.1462571,0.0,0.01320164,0.01443215,0.01944716,0.04708095,29.54,0.13387335,-499.19333805,-0.203189,-5.529,-0.03221,-0.8765,0.170979,4.6525,0.039286238,0.023354508,-0.000477351,0.045706339,0.116176281,0.061245,0.026276,0.018452,1836.076014,787.728329,553.170217,57,0,34.6,34.6,3798.6,57,180.63
335,CC1=CC=CC=C1O,凌霄花 | 升麻 | 当归 | 桂枝 | 桑叶 | 竹沥 | 葛花 | 黄柏,8,微寒 | 微寒 | 温 | 温 | 寒 | 寒 | 平 | 寒,肝、心包 | 肺、脾、胃、大肠 | 肝、心、脾 | 心、肺、膀胱 | 肺、肝 | 心、肺、肝 | 脾、胃 | 肾、膀胱,C7H8O,108.14,0,1,16,8,3,58.000000779325,-346.738007091724,0.13182948,82.72,0.00435446,0.00141627,0.00141627,0.007187,-346.59899061,0.00094421,-346.5980464,0.0,0.00691698,0.0132557,0.01898207,0.03915476,24.57,0.10080594,-346.63720116,-0.223665,-6.0862,-0.007552,-0.2055,0.216113,5.8807,-0.112237759,-0.405686624,0.013732789,0.42115026,1.070478887,0.109702,0.073641,0.044422,3288.784744,2207.710207,1331.731066,42,0,134.43,134.43,3800.71,42,86.38
338,C1=CC=C(C(=C1)C(=O)O)O,一枝黄花 | 八角茴香 | 北沙参 | 南蛇藤果 | 大青叶 | 广枣 | 板蓝根 | 玳玳花 | 白芍 | 竹沥 | 紫菀 | 红花 | 芫荽 | 茵陈 | 荷叶 | 葛花 | 赤芍 | 车前草 | 金沸草 | 金盏菊花 | 铁线透骨草 | 青果 | 青蒿 | 香附 | 鬼针草 | 黄精 | 龙胆,27,平 | 温 | 微寒 | 温 | 寒 | 平 | 寒 | 平 | 微寒 | 寒 | 温 | 温 | 温 | 微寒 | 平 | 平 | 微寒 | 寒 | 温 | 凉 | 温 | 平 | 寒 | 平 | 平 | 平 | 寒,肺、肝 | 肝、肾、脾、胃 | 肺、胃 | 肝、胃 | 心、肺、胃 | 心、脾 | 心、胃 | 肝、胃 | 肝、脾 | 心、肺、肝 | 肺 | 心、肝 | 肺、脾 | 脾、胃、肝、胆 | 肝、脾、胃 | 脾、胃 | 肝 | 肝、肾、肺、小肠 | 肺、大肠 | 肺、肝 | 肾 | 肺、胃 | 肝、胆 | 肝、脾、三焦 | 肝、肺、大肠 | 脾、肺、肾 | 肝、胆,C7H6O3,138.12,0,1,16,10,3,71.999998100088,-495.997049363087,0.11891499,74.62,0.00562441,0.00141627,0.00141627,0.00845695,-495.86967743,0.00094421,-495.86873322,0.0,0.00925782,0.01394492,0.01932865,0.04253139,26.69,0.08578476,-495.9112646,-0.248175,-6.7532,-0.050007,-1.3608,0.198168,5.392399999999999,-2.042463812,0.171597296,-0.735036397,2.177471598,5.534692953,0.0771,0.039089,0.027656,2311.391047,1171.854301,829.099963,42,0,55.16,55.16,3795.94,42,332.28
340,CC1=C(C(=CC=C1)O)O,沙棘,1,温,脾、胃、肺、心,C7H8O2,124.14,0,1,17,9,3,65.999999269844,-421.966054714201,0.13591068,85.29,0.00567405,0.00141627,0.00141627,0.00850659,-421.82163744,0.00094421,-421.82069323,0.0,0.00923595,0.01363746,0.01917748,0.0420509,26.39,0.10331058,-421.86274413,-0.214492,-5.8366,-0.001128,-0.0307,0.213364,5.805899999999999,0.736810919,0.297767621,-0.000223169,0.794704936,2.019979418,0.077384,0.060475,0.034159,2319.921776,1812.997166,1024.063214,45,0,120.31,120.31,3818.6,45,174.39
341,C1=C(C=C(C(=C1O)O)O)C(=O)OC2=CC(=CC(=C2O)O)C(=O)O,丹参 | 五倍子 | 余甘子 | 川槿皮 | 玳玳花 | 白蔹 | 草乌叶 | 葎草 | 金荞麦 | 骨碎补 | 鹿衔草 | 麦芽,12,微寒 | 寒 | 凉 | 寒 | 平 | 微寒 | 热 | 平 | 凉 | 温 | 温 | 平,心、肝 | 肺、大肠、肾 | 肺、胃 | 肝、脾 | 肝、胃 | 心、胃 | 心、肝、肾、脾 | 肺、肾、大肠 | 肺、脾、肝 | 肝、肾 | 肝、肾 | 脾、胃、肝,C14H10O9,322.22,0,1,33,23,3,166.000004447862,-1216.487625745688,0.23054118,144.67,0.01805936,0.00141627,0.00141627,0.0208919,-1216.23619266,0.00094421,-1216.23524845,0.0,0.03193036,0.01676851,0.02052839,0.06922726,43.44,0.18315004,-1216.30447571,-0.239211,-6.5093,-0.060677,-1.6511,0.178534,4.8582,2.26202051,-1.356141047,-0.31590913,2.656248088,6.751646078,0.018118,0.003507,0.003313,543.153067,105.148837,99.333634,93,0,16.01,16.01,3811.16,93,450.18
342,CC1=CC(=CC=C1)O,决明子 | 天南星 | 木香 | 桑叶 | 没药 | 独活 | 竹沥 | 葛花 | 银杏叶 | 零陵香 | 黑豆,11,微寒 | 温 | 温 | 寒 | 平 | 微温 | 寒 | 平 | 平 | 温 | 平,肝、大肠 | 肺、肝、脾 | 脾、胃、大肠、三焦、胆 | 肺、肝 | 心、肝、脾 | 肾、膀胱 | 心、肺、肝 | 脾、胃 | 心、肺 | 肺 | 脾、肾,C7H8O,108.14,0,1,16,8,3,58.000002649942,-346.737413936105,0.13148892,82.51,0.00458236,0.00141627,0.00141627,0.00741491,-346.59851011,0.00094421,-346.59756591,0.0,0.00753404,0.01333869,0.01898207,0.03985481,25.01,0.09999322,-346.63742071,-0.22522,-6.1286,-0.009953,-0.2708,0.21526700000000001,5.857799999999999,0.149582199,0.367120862,0.017064399,0.396791829,1.008564677,0.122914,0.06017,0.040701,3684.858847,1803.851557,1220.181711,42,0,29.9,29.9,3799.15,42,96.36
356,CCCCCCCC,人参 | 川芎 | 木贼 | 桑叶 | 牵牛子 | 甘草 | 花椒 | 菊花 | 银杏叶 | 防风 | 黄芩,11,微温 | 温 | 平 | 寒 | 寒 | 平 | 温 | 微寒 | 平 | 微温 | 寒,脾、肺、心、肾 | 肝、胆、心包 | 肺、肝 | 肺、肝 | 肺、肾、大肠 | 心、肺、脾、胃 | 脾、胃、肾 | 肺、肝 | 心、肺 | 膀胱、肝、脾 | 肺、胆、脾、大肠、小肠,C8H18,114.23,0,1,26,8,2,65.999987373124,-315.626312639699,0.24511661,153.81,0.00830891,0.00141627,0.00141627,0.01114145,-315.37005458,0.00094421,-315.36911037,0.0,0.01490704,0.01388887,0.01905969,0.0478556,30.03,0.20934668,-315.41696596,-0.300641,-8.1809,0.034022,0.9258,0.334663,9.1067,1.321e-06,-2.072e-06,-2.3024e-05,2.3155e-05,5.8856e-05,0.359639,0.016326,0.015985,10781.691239,489.450062,479.206276,72,0,46.92,46.92,3086.1,72,160.27
359,C1=C(C=C(C=C1O)O)O,鸡血藤,1,温,肝、肾,C6H6O3,126.11,0,1,15,9,3,65.999993913262,-457.884621564931,0.11248791,70.59,0.00511308,0.00141627,0.00141627,0.00794562,-457.76418803,0.00094421,-457.76324382,0.0,0.00787046,0.01379494,0.01919981,0.04086521,25.64,0.08051253,-457.80410903,-0.223102,-6.0709,0.007213,0.1963,0.230315,6.2672,1.017307533,0.19257406,5.3982e-05,1.035374033,2.631711646,0.061321,0.061045,0.030591,1838.367185,1830.07608,917.106132,39,0,204.86,204.86,3803.66,39,289.73
370,C1=C(C=C(C(=C1O)O)O)C(=O)O,五倍子 | 仙鹤草 | 余甘子 | 使君子 | 凤眼草 | 刀豆 | 前胡 | 半夏 | 地锦草 | 大腹皮 | 大黄 | 天南星 | 委陵菜 | 山茱萸 | 广枣 | 拳参 | 景天三七 | 月季花 | 木瓜 | 枳椇子 | 柿蒂 | 槐角 | 款冬花 | 水红花子 | 泽漆 | 满山红 | 灯盏细辛 | 牡丹皮 | 玫瑰花 | 瓦松 | 白芍 | 白蔹 | 相思子 | 石榴皮 | 罗布麻叶 | 翻白草 | 老鹳草 | 芫荽 | 花椒 | 草苁蓉 | 荷叶 | 菝葜 | 萹蓄 | 葛花 | 蕤仁 | 虎杖 | 虎耳草 | 西河柳 | 覆盆子 | 诃子 | 赤芍 | 路路通 | 青果 | 黑芝麻,54,寒 | 平 | 凉 | 温 | 寒 | 温 | 微寒 | 温 | 平 | 微温 | 寒 | 温 | 寒 | 微温 | 平 | 微寒 | 平 | 温 | 温 | 平 | 平 | 寒 | 温 | 平 | 微寒 | 寒 | 温 | 微寒 | 温 | 平 | 微寒 | 微寒 | 平 | 温 | 凉 | 平 | 平 | 温 | 温 | 温 | 平 | 平 | 微寒 | 平 | 微寒 | 微寒 | 微寒 | 平 | 微温 | 平 | 微寒 | 平 | 平 | 平,肺、大肠、肾 | 肺、肝、脾 | 肺、胃 | 脾、胃 | 胃、肠 | 胃、肾 | 肺 | 脾、胃、肺 | 肝、大肠 | 脾、胃、大肠、小肠 | 脾、胃、大肠、肝、心包 | 肺、肝、脾 | 肝、大肠 | 肝、肾 | 心、脾 | 肺、肝、大肠 | 肝、心 | 肝 | 肝、脾 | 心、脾、肺 | 胃 | 肝、大肠 | 肺 | 肝、脾 | 大肠、小肠、肺 | 肺 | 心、肺 | 心、肝、肾 | 肝、脾 | 肝、肺 | 肝、脾 | 心、胃 | 心、肺 | 大肠 | 肝 | 肝、胃、大肠 | 肝、肾、脾 | 肺、脾 | 脾、胃、肾 | 肾、大肠 | 肝、脾、胃 | 肝、肾 | 膀胱 | 脾、胃 | 肝、心 | 肝、胆、肺 | 肺、脾、大肠 | 心、肺、胃 | 肝、肾、膀胱 | 肺、大肠 | 肝 | 肝、肾、胃、膀胱 | 肺、胃 | 肝、肾、大肠,C7H6O5,170.12,0,1,18,12,3,88.000001923547,-646.454212686719,0.12729596,79.88,0.00810402,0.00141627,0.00141627,0.01093657,-646.31598016,0.00094421,-646.31503595,0.0,0.01346421,0.01465708,0.01962376,0.04774505,29.96,0.09143169,-646.362781,-0.235005,-6.3948,-0.052211,-1.4207,0.18279399999999998,4.9741,0.956538663,-1.382371513,-0.348518993,1.71679431,4.363744343,0.053181,0.02204,0.015732,1594.339685,660.737943,471.622137,48,0,59.57,59.57,3819.62,48,401.32
379,CCCCCCCC(=O)O,三七 | 余甘子 | 党参 | 冬葵果 | 凌霄花 | 千金子 | 升麻 | 厚朴 | 四季青 | 天南星 | 天葵子 | 威灵仙 | 巴戟天 | 巴豆 | 徐长卿 | 木蝴蝶 | 枇杷叶 | 柴胡 | 桂枝 | 桑椹 | 沙棘 | 灵芝 | 牛膝 | 玳玳花 | 生姜 | 白果 | 白附子 | 竹节参 | 紫苏 | 细辛 | 绞股蓝 | 羌活 | 芫荽 | 苦楝子 | 茯苓 | 薏苡仁 | 西河柳 | 西洋参 | 西红花 | 覆盆子 | 辣椒 | 金银花 | 银杏叶 | 锦灯笼 | 防风 | 青果 | 马齿苋 | 麻黄 | 黄柏 | 黄芩,50,温 | 凉 | 平 | 寒 | 微寒 | 温 | 微寒 | 温 | 寒 | 温 | 平 | 温 | 微温 | 热 | 温 | 凉 | 微寒 | 微寒 | 温 | 寒 | 温 | 平 | 平 | 平 | 微温 | 平 | 温 | 平 | 温 | 温 | 寒 | 温 | 温 | 寒 | 平 | 凉 | 平 | 凉 | 平 | 微温 | 热 | 寒 | 平 | 寒 | 微温 | 平 | 平 | 温 | 寒 | 寒,肝、胃 | 肺、胃 | 脾、肺 | 大肠、小肠、膀胱 | 肝、心包 | 肝、肾、大肠 | 肺、脾、胃、大肠 | 脾、胃、肺、大肠 | 肺、心 | 肺、肝、脾 | 肝、胃 | 膀胱 | 肾、肝 | 胃、大肠 | 肝、胃 | 肺、肝、胃 | 肺、胃 | 肝、胆、肺 | 心、肺、膀胱 | 肝、肾 | 脾、胃、肺、心 | 心、肺、肝、肾 | 肝、肾 | 肝、胃 | 肺、脾、胃 | 肺 | 胃、肝 | 肝、脾、肺 | 肺、脾 | 心、肺、肾 | 肺、脾、肾 | 膀胱、肾 | 肺、脾 | 肝、小肠、膀胱 | 心、肺、脾、肾 | 脾、胃、肺 | 心、肺、胃 | 心、肺、肾 | 心、肝 | 肝、肾、膀胱 | 心、脾 | 肺、心、胃 | 心、肺 | 肺 | 膀胱、肝、脾 | 肺、胃 | 肝、大肠 | 肺、膀胱 | 肾、膀胱 | 肺、胆、脾、大肠、小肠,C8H16O2,144.21,0,1,26,10,3,79.999990459731,-464.89225740668,0.23184422,145.48,0.00970614,0.00141627,0.00141627,0.01253868,-464.6478745,0.00094421,-464.64693029,0.0,0.01767372,0.01460282,0.01938978,0.05166632,32.42,0.1936608,-464.69859661,-0.280714,-7.6386,0.002245,0.0611,0.282959,7.6997,0.888205032,-1.410519694,0.054250181,1.667758096,4.239104194,0.206999,0.010175,0.009821,6205.681601,305.047271,294.422249,72,0,34.14,34.14,3773.17,72,271.22
454,CCCCCCCC=O,三七花 | 千金子 | 南沙参 | 南蛇藤果 | 天南星 | 川芎 | 巴戟天 | 干姜 | 柴胡 | 桑寄生 | 沙棘 | 玫瑰花 | 生姜 | 白芷 | 百合 | 砂仁 | 紫苏 | 细辛 | 羌活 | 芫荽 | 苦楝子 | 葛花 | 蒿本 | 辣椒 | 防风 | 陈皮 | 香橼,27,凉 | 温 | 微寒 | 温 | 温 | 温 | 微温 | 热 | 微寒 | 平 | 温 | 温 | 微温 | 温 | 微寒 | 温 | 温 | 温 | 温 | 温 | 寒 | 平 | 温 | 热 | 微温 | 温 | 温,肝、肾 | 肝、肾、大肠 | 肺、胃 | 肝、胃 | 肺、肝、脾 | 肝、胆、心包 | 肾、肝 | 脾、胃、肾、心、肺 | 肝、胆、肺 | 肝、肾 | 脾、胃、肺、心 | 肝、脾 | 肺、脾、胃 | 胃、大肠、肺 | 心、肺 | 脾、胃、肾 | 肺、脾 | 心、肺、肾 | 膀胱、肾 | 肺、脾 | 肝、小肠、膀胱 | 脾、胃 | 膀胱 | 心、脾 | 膀胱、肝、脾 | 肺、脾 | 肝、脾、肺,C8H16O,128.21,0,1,25,9,3,72.000003950641,-389.638132935722,0.22603835,141.84,0.00880647,0.00141627,0.00141627,0.01163902,-389.40045557,0.00094421,-389.39951136,0.0,0.01601705,0.01427556,0.01922324,0.04951585,31.07,0.18910572,-389.44902721,-0.258976,-7.0471,-0.027938,-0.7602,0.231038,6.2869,-0.474028427,0.925810609,0.02206646,1.040343771,2.644343718,0.254087,0.012978,0.012546,7617.340117,389.083807,376.125747,69,0,37.44,37.44,3087.1,69,168.88
460,COC1=CC=CC=C1O,乌梅 | 凌霄花 | 升麻 | 厚朴 | 威灵仙 | 当归 | 柴胡 | 桂枝 | 桑叶 | 梅花 | 洋金花 | 矮地茶 | 竹沥 | 紫苏 | 绞股蓝 | 罗汉果 | 芦根 | 芫荽 | 银杏叶 | 降香 | 黄柏 | 黑豆,22,平 | 微寒 | 微寒 | 温 | 温 | 温 | 微寒 | 温 | 寒 | 平 | 温 | 平 | 寒 | 温 | 寒 | 凉 | 寒 | 温 | 平 | 温 | 寒 | 平,肝、脾、肺、大肠 | 肝、心包 | 肺、脾、胃、大肠 | 脾、胃、肺、大肠 | 膀胱 | 肝、心、脾 | 肝、胆、肺 | 心、肺、膀胱 | 肺、肝 | 肝、胃、肺 | 心、肺、脾 | 肺、肝 | 心、肺、肝 | 肺、脾 | 肺、脾、肾 | 肺、大肠 | 肺、胃 | 肺、脾 | 心、肺 | 肝、脾 | 肾、膀胱 | 脾、肾,C7H8O2,124.14,0,1,17,9,3,65.999999693329,-421.941525075196,0.13663745,85.74,0.00527928,0.00141627,0.00141627,0.00811183,-421.7967758,0.00094421,-421.79583159,0.0,0.00853561,0.01367602,0.01917748,0.04138912,25.97,0.10430437,-421.8372207,-0.210503,-5.7281,-0.002359,-0.0642,0.208144,5.663900000000001,-0.135841636,0.200590583,0.009835355,0.242458793,0.616281274,0.086112,0.052271,0.032729,2581.56472,1567.042802,981.202683,45,0,89.18,89.18,3799.48,45,163.46
568,C1=CC=C2C(=C1)C3=CC=CC=C3O2,升麻 | 山茱萸 | 枇杷叶 | 菊花 | 零陵香 | 麻黄,6,微寒 | 微温 | 微寒 | 微寒 | 温 | 温,肺、脾、胃、大肠 | 肝、肾 | 肺、胃 | 肺、肝 | 肺 | 肺、膀胱,C12H8O,168.2,0,1,21,13,3,88.000011906856,-537.245840601948,0.16388347,102.84,0.00570747,0.00141627,0.00141627,0.00854001,-537.07341712,0.00094421,-537.07247291,0.0,0.00894238,0.01386718,0.01960764,0.0424172,26.62,0.13095049,-537.11489011,-0.228671,-6.2225,-0.045319,-1.2332,0.18335200000000001,4.9893,-7.273e-06,0.262798354,1.705e-05,0.262798355,0.667980333,0.076564,0.02013,0.015939,2295.323853,603.487221,477.850601,57,0,105.37,105.37,3205.92,57,157.37
588,CN1CC(=O)N=C1N,椿皮,1,寒,大肠、胃、肝,C4H7N3O,113.12,0,1,15,8,4,59.999997782308,-396.089227969938,0.11965668,75.09,0.00516261,0.00141627,0.00141627,0.00799516,-395.96157613,0.00094421,-395.96063193,0.0,0.00877405,0.01329829,0.01904584,0.04111818,25.8,0.08747786,-396.00175011,-0.236702,-6.441,-0.009065,-0.2467,0.227637,6.1943,-3.046307755,0.756380308,0.171044967,3.143462818,7.990047504,0.128287,0.060851,0.042005,3845.951433,1824.26135,1259.264722,39,0,65.75,65.75,3720.52,39,551.02
649,C1CNC(=O)NC1=O,蚕沙,1,温,肝、脾、胃,C4H6N2O2,114.1,0,1,14,8,4,59.999999266601,-416.005040506016,0.1102785,69.2,0.00389754,0.00141627,0.00141627,0.00673008,-415.88803193,0.00094421,-415.88708772,0.0,0.00636166,0.0132891,0.01905811,0.03870886,24.29,0.07924392,-415.92579658,-0.272876,-7.4253,-0.024125,-0.6565,0.248751,6.7688,0.000549339,1.656588153,0.072162952,1.658159251,4.214705868,0.117368,0.065564,0.04345,3518.596255,1965.562084,1302.58916,36,0,117.75,117.75,3616.61,36,599.24
660,C1CC(=O)OC2=CC=CC=C21,枇杷叶,1,微寒,肺、胃,C9H8O2,148.16,0,1,19,11,3,77.999994970702,-498.178425737255,0.15033151,94.33,0.005362,0.00141627,0.00141627,0.00819454,-498.01989969,0.00094421,-498.01895548,0.0,0.00862859,0.0141197,0.01942802,0.04217631,26.47,0.11729394,-498.06113179,-0.247589,-6.7372,-0.028551,-0.7769,0.219038,5.960299999999999,1.163753031,1.096133217,-0.242556079,1.616991836,4.110066614,0.088379,0.029064,0.022408,2649.532628,871.317181,671.767255,51,0,81.91,81.91,3204.57,51,452.44
